TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,Target
139.03,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,-432.0,7
254.92,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,-413.0,0
115.11,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,-549.0,2
171.11,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,-539.0,3
168.54,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,2.0,13406.0,-641.0,1
420.76,Debit,Miami,Branch,51.0,Retired,,1.0,6581.55,-620.0,3
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,-614.0,3
1162.42,Credit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,-439.0,6
342.17,Credit,New York,Branch,21.0,Student,247.0,1.0,461.83,-326.0,0
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,-411.0,7
821.54,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.32,-440.0,6
253.47,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51,-509.0,0
22.81,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,-525.0,3
266.57,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,-490.0,2
374.61,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,-433.0,3
339.35,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,-640.0,3
810.36,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,-657.0,6
9.83,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.42,-469.0,5
135.57,Credit,Boston,Branch,51.0,Doctor,116.0,1.0,11351.64,-509.0,1
340.05,Debit,Detroit,ATM,43.0,Engineer,37.0,1.0,7234.15,-374.0,7
283.45,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,1.0,2049.51,-384.0,5
100.99,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,-525.0,1
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.47,-623.0,5
655.15,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,-672.0,0
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,-553.0,2
41.51,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.6,-397.0,5
71.53,Credit,Jacksonville,Branch,68.0,Retired,39.0,1.0,2393.73,-371.0,7
467.13,Credit,Kansas City,Branch,54.0,Retired,45.0,1.0,3914.84,-403.0,7
235.4,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.36,-405.0,5
159.32,Debit,Seattle,Branch,18.0,Student,100.0,1.0,304.44,-658.0,5
50.83,Credit,Philadelphia,Online,30.0,Doctor,48.0,1.0,9553.42,-322.0,7
56.89,Credit,Houston,Branch,59.0,Engineer,56.0,1.0,3034.67,-640.0,2
20.22,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,-605.0,2
50.4,Debit,San Antonio,Branch,36.0,Doctor,84.0,1.0,1677.01,-588.0,2
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,-546.0,3
119.61,Debit,San Diego,ATM,33.0,Doctor,53.0,1.0,9899.94,-601.0,2
1241.05,Debit,Miami,Branch,18.0,Student,129.0,1.0,756.74,-349.0,6
116.58,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,-431.0,0
1919.11,Debit,Portland,ATM,30.0,Doctor,161.0,1.0,11090.24,-496.0,6
391.96,Debit,,ATM,64.0,Retired,79.0,1.0,2174.16,-504.0,3
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,1.0,7854.1,-672.0,2
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,1.0,8253.65,-462.0,7
443.68,Debit,Tucson,,18.0,Student,137.0,1.0,874.15,-559.0,5
101.76,,Philadelphia,,31.0,Doctor,26.0,1.0,6043.25,-623.0,2
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,-445.0,7
326.29,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.26,-334.0,7
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.0,1.0,5401.21,-615.0,2
56.02,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,-504.0,5
288.28,,Portland,Online,27.0,Student,36.0,1.0,160.83,-657.0,5
245.67,Credit,Portland,Branch,24.0,Student,107.0,1.0,752.25,-672.0,5
152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,4.0,2459.84,-455.0,4
114.35,Credit,El Paso,Branch,41.0,Engineer,21.0,1.0,469.12,-343.0,7
373.27,Credit,Miami,Online,61.0,Doctor,79.0,1.0,8441.61,,1
504.63,Debit,Portland,Online,60.0,Engineer,168.0,1.0,3806.16,-357.0,7
126.22,Debit,Atlanta,ATM,46.0,Engineer,77.0,4.0,6133.41,-550.0,4
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,-322.0,6
986.81,Credit,Houston,Online,68.0,Doctor,127.0,1.0,14881.77,-584.0,1
8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,-662.0,3
197.49,Credit,Fresno,Online,53.0,Retired,30.0,1.0,5005.33,-490.0,3
637.97,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,-378.0,7
13.52,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,-539.0,5
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,-595.0,0
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,2.0,5495.3,-515.0,2
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,-626.0,2
78.44,Credit,San Jose,Online,52.0,Retired,292.0,1.0,6870.84,-349.0,0
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,-658.0,2
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,-460.0,0
10.07,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,-657.0,5
120.62,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,-616.0,2
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,-385.0,7
119.3,Debit,Mesa,Branch,34.0,Engineer,22.0,5.0,319.04,-434.0,4
280.92,Debit,Phoenix,Online,41.0,Doctor,168.0,1.0,5298.85,-308.0,7
42.42,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,-522.0,5
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,-504.0,1
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,-588.0,3
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.32,-392.0,7
25.94,Credit,San Jose,Online,58.0,Retired,211.0,5.0,4815.11,-385.0,4
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,-455.0,0
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,5.0,10427.0,-600.0,4
350.15,Credit,Fresno,ATM,21.0,Student,195.0,1.0,296.47,-343.0,5
1151.18,Debit,Kansas City,ATM,65.0,Doctor,105.0,1.0,1100.06,-437.0,6
183.67,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,-497.0,0
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,-574.0,2
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,-419.0,1
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.0,1.0,5126.65,-343.0,7
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.89,-609.0,5
211.1,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,-417.0,7
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,-550.0,1
63.58,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.04,-420.0,0
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,-469.0,1
12.11,Debit,Jacksonville,,75.0,Retired,127.0,1.0,1730.28,-328.0,7
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,-544.0,2
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,-329.0,5
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1.0,1886.36,-644.0,3
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,-455.0,5
115.32,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,-468.0,3
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,-441.0,5
498.59,Credit,Oklahoma City,Online,33.0,Doctor,32.0,1.0,5862.99,-644.0,2
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,-427.0,5
1.87,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,-381.0,7
78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,1.0,5624.86,-508.0,2
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,1.0,2988.41,-651.0,2
28.73,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,,0
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,-507.0,5
737.34,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,-595.0,2
237.86,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.63,-637.0,5
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,-467.0,1
75.53,Credit,Fresno,Online,21.0,Student,157.0,1.0,1034.35,-441.0,5
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,-553.0,1
39.11,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,-430.0,5
1309.79,Debit,San Francisco,ATM,23.0,Student,139.0,1.0,1258.93,-609.0,6
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,-356.0,1
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.0,1.0,4471.05,-467.0,2
504.71,Debit,Detroit,Online,29.0,Engineer,61.0,1.0,6214.54,-574.0,2
371.47,Credit,Milwaukee,Branch,24.0,Student,58.0,1.0,1187.04,-524.0,5
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,-623.0,0
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,-539.0,2
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,-426.0,7
98.87,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,-671.0,5
117.55,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,-535.0,5
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,-622.0,2
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,-336.0,7
1092.73,Debit,Columbus,Branch,58.0,Retired,11.0,1.0,1390.98,-651.0,6
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.77,,2
346.65,Debit,Washington,Online,30.0,Engineer,60.0,1.0,6356.96,-308.0,7
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,,3
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.85,-622.0,3
29.22,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,-487.0,5
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,-462.0,3
348.64,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,-514.0,3
319.17,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,-663.0,3
73.95,Debit,Kansas City,ATM,26.0,Student,76.0,1.0,363.92,-367.0,5
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,-627.0,2
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,-599.0,5
199.84,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,-658.0,5
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,-634.0,2
248.95,Credit,San Francisco,Branch,65.0,Retired,29.0,1.0,3059.79,-507.0,3
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,-504.0,2
1020.73,Debit,Fort Worth,ATM,28.0,Student,87.0,1.0,1119.61,,6
84.34,Debit,Memphis,Online,58.0,Retired,248.0,3.0,5313.97,-515.0,4
1607.55,Debit,Phoenix,ATM,31.0,Engineer,156.0,1.0,6227.99,-424.0,6
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,-340.0,7
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,-480.0,3
236.81,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,-375.0,5
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1.0,1518.82,-497.0,5
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,-455.0,1
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.79,,0
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,1.0,6024.8,-612.0,6
474.77,Credit,Indianapolis,Online,56.0,Engineer,50.0,1.0,2158.59,-315.0,7
542.72,Credit,Indianapolis,Branch,43.0,Doctor,92.0,1.0,6011.8,-427.0,7
79.8,Debit,Fort Worth,ATM,73.0,Retired,76.0,1.0,6372.58,-318.0,7
46.24,Debit,San Diego,Branch,57.0,Engineer,52.0,1.0,2569.56,-602.0,2
327.8,Debit,San Francisco,ATM,61.0,Doctor,54.0,1.0,10585.48,-347.0,1
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.99,-486.0,0
55.89,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,-445.0,3
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,-634.0,5
101.19,Credit,Denver,Online,64.0,Doctor,75.0,1.0,14389.45,-341.0,1
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,4.0,9800.21,-657.0,4
61.97,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,-532.0,3
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,-509.0,3
173.74,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,-423.0,3
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,-452.0,2
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,-360.0,7
567.92,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.47,-503.0,3
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,1.0,4177.65,-329.0,7
456.93,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,1.0,7284.76,-405.0,0
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,-559.0,3
300.61,Debit,El Paso,Online,44.0,Doctor,51.0,1.0,7895.54,-553.0,2
265.94,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,-518.0,2
345.54,Debit,San Diego,Online,29.0,Engineer,50.0,1.0,2091.78,-650.0,2
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,-664.0,1
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,-441.0,1
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,-434.0,7
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.73,-320.0,7
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,-588.0,2
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,-420.0,1
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,-445.0,3
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,5.0,2797.26,-663.0,4
,Credit,Nashville,Branch,21.0,Student,125.0,3.0,1222.77,-600.0,4
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.04,-518.0,3
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,-448.0,7
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,-651.0,3
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,-311.0,7
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,-644.0,3
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,-376.0,5
628.36,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,-654.0,1
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,-622.0,2
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,,3
560.15,Credit,Memphis,Online,50.0,Engineer,92.0,1.0,817.83,-448.0,7
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,2.0,3663.64,-511.0,3
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,-602.0,5
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,-369.0,7
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,4.0,13446.81,-363.0,4
80.24,Credit,New York,Branch,53.0,Doctor,58.0,1.0,8012.81,-535.0,1
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,-350.0,7
178.91,Debit,Omaha,ATM,18.0,Student,19.0,1.0,8870.89,-600.0,2
115.22,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.2,-332.0,7
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,-315.0,0
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,-333.0,7
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,-553.0,1
280.99,Debit,Houston,Branch,45.0,Engineer,29.0,1.0,9733.59,-623.0,2
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,-635.0,2
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,-447.0,6
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,-504.0,3
,Debit,Fresno,ATM,20.0,Student,148.0,1.0,1676.57,-468.0,5
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,-370.0,0
247.17,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,-532.0,3
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,-451.0,5
4.15,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,-382.0,7
60.99,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,1.0,7281.46,-461.0,2
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,-325.0,0
524.6,Debit,El Paso,Branch,58.0,Doctor,76.0,1.0,13017.7,-577.0,1
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.66,-391.0,0
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,-322.0,7
124.84,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,-409.0,7
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,-488.0,3
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,-560.0,3
157.7,Credit,Omaha,Branch,58.0,,46.0,1.0,8332.58,-339.0,7
81.27,Credit,Seattle,Online,22.0,Student,68.0,1.0,1814.48,-363.0,5
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.77,-564.0,2
16.73,Debit,,Online,79.0,Retired,165.0,1.0,7591.13,-340.0,7
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,-452.0,0
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,4.0,9385.57,-544.0,4
637.75,Debit,Dallas,Branch,79.0,Retired,152.0,1.0,4202.92,-469.0,3
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,-550.0,3
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,-376.0,5
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,-546.0,5
226.66,Debit,,Branch,41.0,Doctor,168.0,1.0,10216.25,-313.0,1
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,-389.0,0
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,-658.0,2
793.13,Debit,Memphis,Online,68.0,Doctor,76.0,1.0,13389.16,-544.0,1
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,-410.0,1
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.69,-595.0,5
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,-423.0,7
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,-339.0,7
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,4.0,14851.28,-635.0,4
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,-602.0,0
259.9,Debit,Oklahoma City,Online,26.0,Student,100.0,1.0,914.28,-501.0,5
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,-580.0,1
50.63,Debit,Columbus,Online,64.0,Retired,143.0,,4732.81,-530.0,3
1074.95,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.86,-521.0,6
112.94,Credit,San Antonio,Online,73.0,Retired,31.0,1.0,3807.84,-346.0,7
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,-616.0,5
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,-356.0,1
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,-364.0,7
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,-654.0,0
141.8,,Chicago,ATM,18.0,Student,116.0,1.0,1697.67,-355.0,5
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,,2
1137.63,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,-629.0,6
261.14,Debit,San Antonio,,42.0,Engineer,162.0,1.0,6100.08,-539.0,2
101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,,13872.03,-494.0,1
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,-413.0,1
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,-612.0,0
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,-413.0,1
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,-510.0,2
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.25,-431.0,6
154.32,Credit,Tucson,ATM,38.0,Engineer,,1.0,6972.5,-308.0,7
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,-518.0,3
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,-490.0,6
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,-586.0,2
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,-461.0,7
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,-672.0,3
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,-375.0,7
1108.46,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,-431.0,6
52.95,Credit,Charlotte,Online,68.0,,14.0,1.0,6335.58,-455.0,7
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,-454.0,7
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,-425.0,2
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,-602.0,1
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,-544.0,5
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,-440.0,6
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,-630.0,2
61.37,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,-637.0,3
103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,-616.0,2
1.21,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.74,-441.0,0
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,-397.0,0
60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,-378.0,0
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,-665.0,1
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,-535.0,3
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,-361.0,7
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,-350.0,5
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,-357.0,5
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,-581.0,1
16.79,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.15,-364.0,5
1531.31,Debit,San Diego,Online,18.0,Student,62.0,4.0,859.86,-378.0,4
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,-494.0,1
,Debit,New York,Branch,20.0,Student,280.0,1.0,1545.77,-602.0,0
643.38,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.74,-364.0,5
328.34,Credit,San Diego,Online,42.0,Engineer,31.0,1.0,2840.45,-389.0,7
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,-472.0,3
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,-537.0,0
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,-621.0,0
29.22,Debit,Detroit,ATM,27.0,Engineer,69.0,1.0,7795.79,-616.0,2
653.97,Debit,Miami,,37.0,Engineer,100.0,1.0,3886.65,-397.0,6
366.43,Credit,Portland,Online,21.0,Student,92.0,1.0,1560.45,-644.0,5
120.86,Debit,Colorado Springs,Online,33.0,Doctor,162.0,4.0,13566.58,-354.0,4
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,-630.0,3
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,-402.0,5
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.0,1.0,2012.24,-448.0,3
254.21,Debit,Phoenix,ATM,48.0,Engineer,46.0,1.0,2487.2,-532.0,2
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,-360.0,1
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,-406.0,0
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,4.0,7001.2,-531.0,4
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,-487.0,3
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,-360.0,7
672.74,Credit,Colorado Springs,Branch,46.0,Engineer,118.0,1.0,,-452.0,6
74.04,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,-620.0,5
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,-545.0,2
21.15,Debit,Columbus,Branch,70.0,Retired,180.0,1.0,3466.74,-350.0,7
